name,sci_name,common_names,family,image_url,aspca_url,non_toxicity_cats,non_toxicity_dogs,non_toxicity_horses,clinical_signs
Maroon Chenille Plant,Echeveria derenbergii,"Blue Echeveria, Painted Lady, Copper Rose, Wax Rosette, Plush Plant",Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/maroon-chenille-plant,TRUE,TRUE,FALSE,null
Mary-Bud,Calendula officinalis,"Marigold, Garden Marigold, Gold bloom, Pot Marigold",Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mary-bud,TRUE,TRUE,FALSE,null
Mauna Loa Peace Lily,Spathiphyllum,Peace Lily,Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peace-lily-r_0.jpg?itok=LZAJiX3v,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mauna-loa-peace-lily,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Mayapple,Podophyllum peltatum,"Indian Apple Root, Umbrella Leaf, Wild Lemon, Hog Apple, Duck's Foot, Raccoonberry, American Mandrake",Berberidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/umbrella-plant-r_0.jpg?itok=eWcajQeH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mayapple,FALSE,FALSE,FALSE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers."
Mayweed,Anthemis cotula,"Poison Daisy, Stinking Chamomile",Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mayweed-r.jpg?itok=G-VjMPJk,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mayweed,FALSE,FALSE,FALSE,"Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies."
Meadow Saffron,Colchicum autumnale,Autumn Crocus,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/autumn-crocus-r_0.jpg?itok=gHzFVkoU,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/meadow-saffron,FALSE,FALSE,FALSE,"oral irritation, bloody vomiting, diarrhea, shock, multi-organ damage, bone marrow suppression."
Measles Plant,Acantha,"Polka Dot Plant, Flamingo Plant, Baby’s Tears, Freckle Face",Acanthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/babys-tears-r_0.jpg?itok=kXWLKbs7,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/measles-plant,TRUE,TRUE,TRUE,"Mild vomiting, diarrhea."
Medicine Plant,null,"Aloe, True Aloe, Barbados Aloe",Aloaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/barbados-aloe-r_0.jpg?itok=-TMqQhiZ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/medicine-plant,FALSE,FALSE,FALSE,"Vomiting, change in urine color (red)"
Metallic Leaf Begonia,Begonia metallica,,Begoniaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/metallic-leaf-begonia,TRUE,TRUE,FALSE,null
Metallic Peperomia,Peperomia caperata,,Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/metallic-peperomia,TRUE,TRUE,FALSE,null
Mexican Breadfruit,Monstera deliciosa,"Cutleaf Philodendron, Hurricane Plant, Swiss Cheese Plant, Ceriman, Split-leaf Philodendron, Window Leaf Plant",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cutleaf-philodendron-r_0.jpg?itok=YwV1sD3N,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-breadfruit,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Mexican Firecracker,Echeveria Pulinata,,Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-firecracker,TRUE,TRUE,FALSE,null
Mexican Rosettes,Echevaria,,Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-rosettes,TRUE,TRUE,FALSE,null
Mexican Snowballs,Echevaria,,Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-snowballs,TRUE,TRUE,FALSE,null
Milfoil,Achillea millefolium,Yarrow,Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/milfoil-r.jpg?itok=mIerbdsy,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/milfoil,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression, anorexia, hypersalivation"
Milkweed,Asclepias species,,Asclepiadaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/milkweed,FALSE,FALSE,FALSE,"Vomiting, profound depression, weakness, anorexia, and diarrhea are common; may be followed by seizures, difficulty breathing, rapid, weak pulse, dilated pupils, kidney or liver failure, coma, respiratory paralysis and death"
Miniature Date Palm,Phoenix robellinii,"Pygmy Date Palm, Robellini Palm",Arecaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-date-palm,TRUE,TRUE,FALSE,null
Miniature Fish Tail,Chamaedorea elegans,Parlor Palm,Palmae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-fish-tail,TRUE,TRUE,FALSE,null
Miniature Maranta,Calathea micans,,Saxifragaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-maranta,TRUE,TRUE,FALSE,null
Miniature Marble Plant,Neoregelia spectabilis,null,Bromeliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fingernail-plant-r_1.jpg?itok=Na1s201L,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-marble-plant,TRUE,TRUE,FALSE,null
"Mistletoe ""American""",Phoradendron flavescens,American Mistletoe,Viscaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mistletoe-american-r.jpg?itok=XR1rUvwe,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mistletoe-american,FALSE,FALSE,FALSE,"Gastrointestinal disorders, cardiovascular collapse, dyspnea, bradycardia, erratic behavior, (hallucinogenic in humans). Vomiting, diarrhea, low blood pressure (rare)."
Mistletoe Cactus,Rhipsalis cassutha,,Cactaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mistletoe-cactus,TRUE,TRUE,FALSE,null
Mock Azalea,Adenium obesum,"Desert Rose, Desert Azalea, Sabi Star, Impala Lily, Kudu Lily",Apocynaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/desert-azalea-r_0.jpg?itok=JPHpXIof,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mock-azalea,FALSE,FALSE,FALSE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
Mockernut Hickory,Carya tomentosa,Squarenut,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mockernut-hickory,TRUE,TRUE,TRUE,null
Mole Bean Plant,Ricinus communis,null,Euphobiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/african-wonder-tree-1-r_0.jpg?itok=URncK2Ur,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mole-bean-plant,FALSE,FALSE,FALSE,"Access to ornamental plants or pruned foliage most common in poisonings. Ricin is a highly toxic component that inhibits protein synthesis; ingestion of as little as one ounce of seeds can be lethal. Signs typically develop 12 to 48 hours after ingestion, and include loss of appetite, excessive thirst, weakness, colic, trembling, sweating, loss of coordination, difficulty breathing, progressive central nervous system depression, and fever. As syndrome progresses, bloody diarrhea may occur, and convulsions and coma can precede death."
Morning Glory,Ipomoea spp,null,Convolvulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/morning-glory-2-r.jpg?itok=aGpKn11T,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/morning-glory,FALSE,FALSE,FALSE,"Gastrointestinal upset, agitation, tremors, disorientation, ataxia, anorexia. Seeds may cause hallucination, may cause diarrhea."
Morning-Noon-and-Night,Brunfelsia species,"Yesterday, Today, Tomorrow, Kiss-Me-Quick, Lady-of-the-Night, Fransiscan Rain Tree",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r_0.jpg?itok=_ftphWG9,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/morning-noon-and-night,FALSE,FALSE,FALSE,"Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"
Mosaic Plant,Bertolonia mosaica,"Jewel Plant, Siver Nerve, Nerve Plant, Silver Threads",Melostomataceae and Acanthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mosaic-plant,TRUE,TRUE,FALSE,null
Mosaic Vase,Guzmania musaica,,Bromeliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mosaic-vase,TRUE,TRUE,FALSE,null
Moss Agate,Episcia reptans,"Flame Violet, Red Violet, Flame African Violet, Lady Lou",Gesneriaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-agate,TRUE,TRUE,FALSE,null
Moss Campion,Silene acaulis,"Bladder Campion, Cushion Pink, Dwarf Silene, Catchfly",,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-campion,TRUE,TRUE,FALSE,null
Moss Fern,Selaginella kraussiana,"Club Moss, Irish Moss, Krauss' Spikemoss, Spreading Club Moss, Trailing Irish Moss, Cushion Moss",Selaginellaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/club-moss-r_0.jpg?itok=HaTz5PK4,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-fern,TRUE,TRUE,TRUE,null
Moss Phlox,Phlox subulata,,Polemoniaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-phlox,TRUE,TRUE,FALSE,null
Moss Rose,Portulaca oleracea,"Wild Portulaca, Rock Moss, Purslane, Pigwee, Pusley",Portulacaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/moss-rose-r.jpg?itok=w2LbptFk,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-rose,FALSE,FALSE,FALSE,null
Mossy Campion,Silene acaulis,"Bladder Campion, Cushion Pink, Dwarf Silene, Catchfly, Moss Campion",,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mossy-campion,TRUE,TRUE,FALSE,null
Mother Fern,Asplenium bulbiferum,"King and Queen Fern, Spleenwort, Parsley Fern, Hen and Chickens Fern",Polypodaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-fern,TRUE,TRUE,FALSE,null
Mother of Millions,Kalanchoe tubiflora,"Mother-In-Law-Plant, Kalanchoe, Devils Backbone, Chandelier Plant",Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-millions,FALSE,FALSE,FALSE,"Vomiting, diarrhea, abnormal heart rhythm (rare)."
Mother of Pearl,Secum weinbergii,Ghost Plant,Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-pearl,TRUE,TRUE,FALSE,null
Mother Spleenwort,Asplenium bulbiferum,"King and Queen Fern, Spleenwort, Parsley Fern, Hen and Chickens Fern, Mother Fern",Polypodaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-spleenwort,TRUE,TRUE,FALSE,null
Mother-in-Law,Monstera deliciosa,null,Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cutleaf-philodendron-r_1.jpg?itok=Rb1hIgLQ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-law,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
Mother-In-Law Plant,Kalanchoe tubiflora,"Mother of Millions, Kalanchoe, Devils Backbone, Chandelier Plant",Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-law-plant,FALSE,FALSE,FALSE,"Vomiting, diarrhea, abnormal heart rhythm (rare)."
Mother-in-Law’s Tongue,Sansevieria trifasciata,"Snake Plant, Golden Bird's Nest, Good Luck Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mother-laws-tongue,FALSE,FALSE,FALSE,"Nausea, vomiting, diarrhea."
Mountain Camellia,Stewartia ovata,Showy Camellia,Theaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mountain-camellia,TRUE,TRUE,TRUE,null
Mountain Grape,Mahonia aquifolium,"Oregon Grape, Oregon Grape Holly, Mahonia Aguifolium, Holly-Leaved Berry, Mahonia",Berberidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mountain-grape,TRUE,TRUE,TRUE,null
Mountain Laurel,Kalmia latifolia,null,Ericaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mountain-laurel-1-r.jpg?itok=BuQqO5Mo,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mountain-laurel,FALSE,FALSE,FALSE,"Typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
Mulberry Bush Greenbrier,Smilax sp.,,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mulberry-bush-greenbrier,TRUE,TRUE,TRUE,null
Mulberry Tree,Morus sp.,,Moraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mulberry-tree,TRUE,TRUE,TRUE,null
Mum,Chrysanthemum spp.,"Chrysanthemum, Daisy",Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chrysanthemum-r.jpg?itok=Adl0aa1J,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/mum,FALSE,FALSE,FALSE,"Vomiting, diarrhea, hypersalivation, incoordination, dermatitis"
Musa Paradisiaca,Musa acuminata,"Banana, Edible Banana, Plantain",Musaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/banana-r_0.jpg?itok=TVti6UmU,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/musa-paradisiaca,TRUE,TRUE,TRUE,null
Muscari Armeniacum,Muscari armeniacum,Grape Hyacinth,Hyacinthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/muscari-armeniacum,TRUE,TRUE,FALSE,null
Muskmelon,Cucumis melo,,Cucurbiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/muskmelon,TRUE,TRUE,TRUE,null
Naked Lady,Amaryllis belladonna L.,null,Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/naked-lady-r.jpg?itok=fOwIvjW7,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/naked-lady,FALSE,FALSE,FALSE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
Nandina,Nandina domestica,"Sacred Bamboo, Heavenly Bamboo",Berberidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/heavenly-bamboo-r_0.jpg?itok=kGMWGkAk,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nandina,FALSE,FALSE,FALSE,"Weakness, incoordination, seizures, coma, respiratory failure, death (rare in pets)."
Narcissus,Narcissus spp,"Daffodil, Jonquil, Paper White",Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/narcissus-r.jpg?itok=wSPiUJZb,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/narcissus,FALSE,FALSE,FALSE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
Nasturtium,Tropaeolum majus,,Tropaeolaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nasturtium,TRUE,TRUE,TRUE,No records of toxic ingestion from this plant.
Natal Plum,Carissa grandiflora,,Apocynaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/natal-plum,TRUE,TRUE,TRUE,null
Neanthe Bella Palm,Chamaedorea elegans,Neanthebella,Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/neanthe-bella-palm,TRUE,TRUE,FALSE,null
Needlepoint Ivy,Hedera helix,"Branching Ivy, Glacier Ivy, English Ivy, Sweetheart Ivy, California Ivy",Araliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/needlepoint-ivy-r.jpg?itok=c-gnWvOC,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/needlepoint-ivy,FALSE,FALSE,FALSE,"Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"
Nematanthus spp.,Hypocyrta nummularia,Candy Corn Plant,Gesneriaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hypocyrta-r_0.jpg?itok=Buf_s0yg,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nematanthus-spp,TRUE,TRUE,FALSE,null
Neoregelia,Neoregalia spp.,"Crimson Cup, Marbled Fingernail, Blushing Bromeliad, Ossifragi Vase, Miniature Marble Plant, Aregelia",Bromiliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/neoregelia,TRUE,TRUE,FALSE,null
Nephthytis,Syngonium podophyllum,"Arrow-Head Vine, Green Gold Naphthysis, African Evergreen, Trileaf Wonder",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arrow-head-vine-r.jpg?itok=JRFWHUqt,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nephthytis,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Nerve Plant,Bertolonia mosaica,"Jewel Plant, Siver Nerve, Mosaic Plant, Silver Threads",Melostomataceae and Acanthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nerve-plant,TRUE,TRUE,FALSE,null
Nicotiana,Nicotiana glauca,"Tree Tobacco, Tobacco, Mustard Tree",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/tobacco-r.jpg?itok=1r242FAT,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nicotiana,FALSE,FALSE,FALSE,"Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible."
Night Blooming Cereus,Hylocereus undatus,"Queen of the Night, Pitaya, Honolulu Queen",Cactaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/night-blooming-cereus,TRUE,TRUE,FALSE,null
Nightshade,Solanum spp,"Deadly Nightshade, Black Nightshade",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/deadly-nightshade-r.jpg?itok=mUJ4pAZX,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/nightshade,FALSE,FALSE,FALSE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
Non-Toxic Plants,,,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/non-toxic-plants,FALSE,FALSE,FALSE,null
Norfolk Island Pine,Araucaria heterophylla,"Norfolk Pine, House Pine, Australian Pine",Araucariaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/australian-pine-1-r.jpg?itok=B6ujzYjC,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/norfolk-island-pine,FALSE,FALSE,FALSE,"Vomiting, depression"
Oak,Quercus species,null,Fagaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/oak-2-r.jpg?itok=e_rktunG,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/oak,FALSE,FALSE,FALSE,"Poisonings can occur when horses graze on oak due to lack of adequate forage. Abdominal pain, constipation which can be followed by diarrhea (occasionally bloody), depression, frequent urination discolored urine and jaundice are all potential clinical effects."
Octopus Tree,Schefflera or Brassia actinoplylla,"Schefflera, Umbrella Tree, Australian Ivy Palm, Starleaf",Araliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/octopus-tree,FALSE,FALSE,FALSE,"Mild vomiting, diarrhea."
Oilcloth Flower,Anthurium scherzeranum,"Flamingo Plant, Flamingo Lily, Tail Flower, Pigtail Plant, Flamingo Flower, Painter's Pallet",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=coewkiON,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/oilcloth-flower,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Old Man Cactus,Cephalocereus senilis,,Cactaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/old-man-cactus,TRUE,TRUE,FALSE,null
Old World Orchid,Bulbophyllum appendiculatum,Cirrhopetalum,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cirrhopetalum-r.jpg?itok=5TL3DQHs,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/old-world-orchid,TRUE,TRUE,FALSE,null
